Ingredient_Name,canonical_group_id,Primary_Function,Ingredient_Category,Origin,Regulatory_Status,Safety_Level_true,Safety_Level_pred,Safety_Level_correct,Safety_Level_confidence,Allergy_Risk_true,Allergy_Risk_pred,Allergy_Risk_correct,Allergy_Risk_confidence,Irritation_Risk_true,Irritation_Risk_pred,Irritation_Risk_correct,Irritation_Risk_confidence
Folic Acid,Folic Acid,Conditioning Agent,Vitamin,Synthetic,Approved,Safe,Safe,True,0.9557774068415679,Low,Low,True,0.9992732548782874,No Risk,No Risk,True,0.9712523316524225
Pyridoxine HCl (Vitamin B6),Pyridoxine HCl (Vitamin B6),Conditioning Agent,Vitamin,Synthetic,Approved,Safe,Safe,True,0.9714889428699971,Low,Low,True,0.9951246985275877,No Risk,No Risk,True,0.8565189858650469
Riboflavin (Vitamin B2),Riboflavin (Vitamin B2),Antioxidant,Vitamin,Synthetic,Approved,Safe,Safe,True,0.6211288026382554,Low,Low,True,0.9897322688833544,No Risk,No Risk,True,0.8649888008904347
Phytonadione (Vitamin K),Phytonadione (Vitamin K),Conditioning Agent,Vitamin,Synthetic,Approved,Safe,Safe,True,0.8276093219624315,Low,Low,True,0.9644717771018508,No Risk,No Risk,True,0.9506502593024484
Calcium Pantothenate,Calcium Pantothenate,Conditioning Agent,Vitamin,Synthetic,Approved,Safe,Safe,True,0.7172393285744678,Low,Low,True,0.9716175230450492,No Risk,No Risk,True,0.8642534611100937
Ethylhexyl Methoxycinnamate,Ethylhexyl Methoxycinnamate,UV Filter,UV Filter,Synthetic,Approved,Safe,Safe,True,0.9957685203022779,Low,Low,True,0.9665338656853293,Low,Low,True,0.9974265207973135
Octocrylene,Octocrylene,UV Filter,UV Filter,Synthetic,Approved,Safe,Safe,True,0.9981146334087694,Low,Low,True,0.9909477951938448,Low,Low,True,0.9954181082311757
Avobenzone (Butyl Methoxydibenzoylmethane),Avobenzone (Butyl Methoxydibenzoylmethane),UV Filter,UV Filter,Synthetic,Approved,Safe,Safe,True,0.9905490048062622,Low,Low,True,0.9404022778687503,Low,Low,True,0.9879497066289428
Homosalate,Homosalate,UV Filter,UV Filter,Synthetic,Approved,Safe,Safe,True,0.9861347158216053,Low,Low,True,0.9731619075001176,Low,Low,True,0.9743125350811037
Ethylhexyl Salicylate (Octisalate),Ethylhexyl Salicylate (Octisalate),UV Filter,UV Filter,Synthetic,Approved,Safe,Safe,True,0.9991514686052793,Low,Low,True,0.9933528261084021,Low,Low,True,0.9920361908250107
Oxybenzone (Benzophenone-3),Oxybenzone (Benzophenone-3),UV Filter,UV Filter,Synthetic,Country Restricted,Moderate Risk,Safe,False,0.7465056767639832,Medium,Low,False,0.9888010305184564,Medium,Low,False,0.9815671086929012
Ensulizole (Phenylbenzimidazole Sulfonic Acid),Ensulizole (Phenylbenzimidazole Sulfonic Acid),UV Filter,UV Filter,Synthetic,Approved,Safe,Safe,True,0.9980338110126041,Low,Low,True,0.9512474113571816,Low,Low,True,0.9401492012067802
Bisoctrizole (Methylene Bis-Benzotriazolyl Tetramethylbutylphenol),Bisoctrizole (Methylene Bis-Benzotriazolyl Tetramethylbutylphenol),UV Filter,UV Filter,Synthetic,Approved,Safe,Safe,True,0.9992345617644707,Low,Low,True,0.98442911068004,Low,Low,True,0.9898959056187594
Bemotrizinol (Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine),Bemotrizinol (Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine),UV Filter,UV Filter,Synthetic,Approved,Safe,Safe,True,0.9889764063803776,Low,Low,True,0.966165607027841,Low,Low,True,0.9934761103445697
Diethylamino Hydroxybenzoyl Hexyl Benzoate,Diethylamino Hydroxybenzoyl Hexyl Benzoate,UV Filter,UV Filter,Synthetic,Approved,Safe,Safe,True,0.9928343910914403,Low,Low,True,0.9758569462688041,Low,Low,True,0.9978348521516205
Titanium Dioxide,Titanium Dioxide,UV Filter,UV Filter,Synthetic,Approved,Safe,Safe,True,0.9859810467869764,Low,Low,True,0.9839044788595519,Low,Low,True,0.977653762581258
Zinc Oxide,Zinc Oxide,UV Filter,UV Filter,Synthetic,Approved,Safe,Safe,True,0.9979600103227194,Low,Low,True,0.9849636701034582,Low,Low,True,0.9924238288350108
Polysilicone-15,Polysilicone-15,UV Filter,UV Filter,Synthetic,Approved,Safe,Safe,True,0.9843297058035668,Low,Low,True,0.9844160852844576,Low,Low,True,0.9512545288710603
Diethylhexyl Butamido Triazone (Iscotrizinol),Diethylhexyl Butamido Triazone (Iscotrizinol),UV Filter,UV Filter,Synthetic,Approved,Safe,Safe,True,0.9978460956067814,Low,Low,True,0.9894858586678188,Low,Low,True,0.9912603517990515
Octyl Triazone (Ethylhexyl Triazone),Octyl Triazone (Ethylhexyl Triazone),UV Filter,UV Filter,Synthetic,Approved,Safe,Safe,True,0.9984967312573757,Low,Low,True,0.9943373712457078,Low,Low,True,0.9892248915559466
Ferulic Acid,Ferulic Acid,Antioxidant,Antioxidant,Naturally Derived,Approved,Safe,Safe,True,0.9925820866907797,Low,Low,True,0.9963063357481075,Low,No Risk,False,0.5708144184616291
Resveratrol,Resveratrol,Antioxidant,Antioxidant,Naturally Derived,Approved,Safe,Safe,True,0.9940210985387065,Low,Low,True,0.9906687398855012,No Risk,No Risk,True,0.7704966659796338
Butylated Hydroxytoluene (BHT),Butylated Hydroxytoluene (BHT),Antioxidant,Antioxidant,Synthetic,Approved,Safe,Safe,True,0.9921263525614079,Low,Low,True,0.973998530869669,Low,Low,True,0.8411798490437101
Butylated Hydroxyanisole (BHA),Butylated Hydroxyanisole (BHA),Antioxidant,Antioxidant,Synthetic,Restricted,Moderate Risk,Moderate Risk,True,0.8555053940639374,Medium,Low,False,0.9747331925416248,Low,Medium,False,0.48094322189024863
Sodium Metabisulfite,Sodium Metabisulfite,Antioxidant,Antioxidant,Synthetic,Restricted,Moderate Risk,Moderate Risk,True,0.9845347671801127,Medium,Medium,True,0.9877817308660904,Medium,Medium,True,0.9558481743255381
Astaxanthin,Astaxanthin,Antioxidant,Antioxidant,Biotechnology Derived,Approved,Safe,Safe,True,0.9920371148971967,Low,Low,True,0.9792724558573891,No Risk,No Risk,True,0.5889596478050377
Ubiquinone (Coenzyme Q10),Ubiquinone (Coenzyme Q10),Antioxidant,Antioxidant,Biotechnology Derived,Approved,Safe,Safe,True,0.9784281905242679,Low,Low,True,0.5715446385340073,No Risk,No Risk,True,0.913618462297976
Alpha Lipoic Acid,Alpha Lipoic Acid,Antioxidant,Antioxidant,Synthetic,Approved,Safe,Safe,True,0.9984420676866532,Low,Low,True,0.9830510758868005,Low,Low,True,0.8884620145787783
Ergothioneine,Ergothioneine,Antioxidant,Antioxidant,Biotechnology Derived,Approved,Safe,Safe,True,0.9889734501755701,Low,Low,True,0.9785985991100933,No Risk,No Risk,True,0.7022751794041491
Phenoxyethanol,Phenoxyethanol,Preservative,Preservative,Synthetic,Restricted,Safe,Moderate Risk,False,0.9712419950182173,Low,Medium,False,0.42200806115271156,Low,Medium,False,0.8385490538719933
Methylparaben,Methylparaben,Preservative,Preservative,Synthetic,Restricted,Moderate Risk,Moderate Risk,True,0.9155166795839424,Medium,Medium,True,0.8403884319575422,Low,Low,True,0.830892868283599
Propylparaben,Propylparaben,Preservative,Preservative,Synthetic,Restricted,Moderate Risk,Moderate Risk,True,0.9492192290427021,Medium,Medium,True,0.7752017722239649,Low,Low,True,0.9475169252598732
Butylparaben,Butylparaben,Preservative,Preservative,Synthetic,Restricted,Moderate Risk,Moderate Risk,True,0.9309809481655287,Medium,Medium,True,0.6473237855093615,Low,Low,True,0.9587824784053474
Ethylparaben,Ethylparaben,Preservative,Preservative,Synthetic,Restricted,Moderate Risk,Moderate Risk,True,0.9623319231530986,Medium,Medium,True,0.8011457229244161,Low,Low,True,0.8776358729353083
Sodium Benzoate,Sodium Benzoate,Preservative,Preservative,Synthetic,Approved,Safe,Safe,True,0.9375539808967677,Low,Low,True,0.4685017473614171,Low,Low,True,0.9868735844824402
Potassium Sorbate,Potassium Sorbate,Preservative,Preservative,Synthetic,Approved,Safe,Safe,True,0.9521171058539386,Low,Low,True,0.94288592719024,Low,Low,True,0.7793744404121632
Benzyl Alcohol,Benzyl Alcohol,Preservative,Preservative,Synthetic,Approved,Safe,Safe,True,0.8451862543737629,Medium,Low,False,0.6899897352120149,Low,Low,True,0.956288451519684
Chlorphenesin,Chlorphenesin,Preservative,Preservative,Synthetic,Approved,Safe,Safe,True,0.971183255977928,Low,Low,True,0.7722309427787788,Low,Low,True,0.9807193196951175
Sodium Dehydroacetate,Sodium Dehydroacetate,Preservative,Preservative,Synthetic,Approved,Safe,Safe,True,0.9768486680067079,Low,Low,True,0.9459252565044801,Low,Low,True,0.98168222546481
Dehydroacetic Acid,Dehydroacetic Acid,Preservative,Preservative,Synthetic,Approved,Safe,Safe,True,0.9786263115214258,Low,Low,True,0.9691165807317883,Low,Low,True,0.9766445467960585
Imidazolidinyl Urea,Imidazolidinyl Urea,Preservative,Preservative,Synthetic,Restricted,Moderate Risk,Moderate Risk,True,0.9330360528191879,Medium,Medium,True,0.7978192825921299,Medium,Medium,True,0.8755203934257432
Diazolidinyl Urea,Diazolidinyl Urea,Preservative,Preservative,Synthetic,Restricted,Moderate Risk,Moderate Risk,True,0.9507366891860339,Medium,Medium,True,0.575189174003739,Medium,Medium,True,0.932087535095217
DMDM Hydantoin,DMDM Hydantoin,Preservative,Preservative,Synthetic,Restricted,Moderate Risk,Moderate Risk,True,0.9135211274646802,Medium,Medium,True,0.6716914755578575,Medium,Medium,True,0.7621726365383769
Methylisothiazolinone,Methylisothiazolinone,Preservative,Preservative,Synthetic,Restricted,Moderate Risk,Moderate Risk,True,0.8985426420512964,High,High,True,0.484627519527487,Medium,Medium,True,0.7568057315380695
Methylchloroisothiazolinone,Methylchloroisothiazolinone,Preservative,Preservative,Synthetic,Restricted,Moderate Risk,Moderate Risk,True,0.8895490548542601,High,High,True,0.5460305601464757,Medium,Medium,True,0.8564411960836217
Benzoic Acid,Benzoic Acid,Preservative,Preservative,Synthetic,Approved,Safe,Safe,True,0.9755445385824844,Low,Low,True,0.7442884127240689,Low,Low,True,0.9743557595160941
Sorbic Acid,Sorbic Acid,Preservative,Preservative,Synthetic,Approved,Safe,Safe,True,0.9456622894411476,Low,Low,True,0.9271824765250309,Low,Low,True,0.9058859654750681
Ethylhexylglycerin,Ethylhexylglycerin,Preservative,Preservative,Synthetic,Approved,Safe,Safe,True,0.9826465341898595,Low,Low,True,0.9690034587895477,Low,Low,True,0.9630649765895171
"1,2-Hexanediol","1,2-Hexanediol",Preservative,Preservative,Synthetic,Approved,Safe,Safe,True,0.9831183173907572,Low,Low,True,0.9380789108094927,Low,Low,True,0.9425990848242453
Chlorhexidine Digluconate,Chlorhexidine Digluconate,Antimicrobial,Preservative,Synthetic,Restricted,Moderate Risk,Moderate Risk,True,0.8659278228655888,Medium,Low,False,0.7755034057579987,Medium,Medium,True,0.9696773905251642
Triclosan,Triclosan,Antimicrobial,Preservative,Synthetic,Restricted,Moderate Risk,Moderate Risk,True,0.9824645180323712,Medium,Medium,True,0.8386207127991412,Medium,Medium,True,0.9882603062357146
Triclocarban,Triclocarban,Antimicrobial,Preservative,Synthetic,Restricted,Moderate Risk,Moderate Risk,True,0.8528881886172038,Medium,Medium,True,0.8334271813784289,Medium,Medium,True,0.9518477760148608
Silver Citrate,Silver Citrate,Antimicrobial,Preservative,Mineral,Approved,Safe,Safe,True,0.9229469023245142,Low,Low,True,0.8520259307746053,Low,Medium,False,0.5466339799643305
Leuconostoc/Radish Root Ferment Filtrate,Leuconostoc/Radish Root Ferment Filtrate,Preservative Booster,Preservative,Biotechnology Derived,Approved,Safe,Safe,True,0.9996283484820097,Low,Low,True,0.9963690178220787,No Risk,No Risk,True,0.995667408585913
Lactobacillus Ferment,Lactobacillus Ferment,Preservative Booster,Preservative,Biotechnology Derived,Approved,Safe,Safe,True,0.9982802855626527,Low,Low,True,0.9945000991929758,No Risk,No Risk,True,0.9866094160961363
Glyceryl Undecylenate,Glyceryl Undecylenate,Preservative Booster,Preservative,Naturally Derived,Approved,Safe,Safe,True,0.9769058878950032,Low,Low,True,0.9979634542197607,No Risk,No Risk,True,0.9643355846788203
p-Anisic Acid,p-Anisic Acid,Preservative Booster,Preservative,Synthetic,Approved,Safe,Safe,True,0.9985908695164517,Low,Low,True,0.9991098782042752,No Risk,No Risk,True,0.9088329486020086
Sodium Levulinate,Sodium Levulinate,Preservative Booster,Preservative,Synthetic,Approved,Safe,Safe,True,0.9977704765625552,Low,Low,True,0.9980543769698766,No Risk,No Risk,True,0.6588445485814901
Sodium Anisate,Sodium Anisate,Preservative Booster,Preservative,Synthetic,Approved,Safe,Safe,True,0.9981501861407224,Low,Low,True,0.9988073066615255,No Risk,No Risk,True,0.7328005423448731
Disodium EDTA,Disodium EDTA,Chelating Agent,Chelating Agent,Synthetic,Approved,Safe,Safe,True,0.9435307905272295,Low,Low,True,0.9220156788218011,Low,Low,True,0.9673488256978072
Tetrasodium EDTA,Tetrasodium EDTA,Chelating Agent,Chelating Agent,Synthetic,Approved,Safe,Safe,True,0.9788956996260775,Low,Low,True,0.9821992630950166,Low,Low,True,0.9849303028585705
Trisodium EDTA,Trisodium EDTA,Chelating Agent,Chelating Agent,Synthetic,Approved,Safe,Safe,True,0.9733669364259423,Low,Low,True,0.9992339342696739,Low,No Risk,False,0.5560738472316563
Sodium Phytate,Sodium Phytate,Chelating Agent,Chelating Agent,Naturally Derived,Approved,Safe,Safe,True,0.7311591871321721,Low,Low,True,0.7321267264108668,No Risk,Low,False,0.9320040933981899
Etidronic Acid,Etidronic Acid,Chelating Agent,Chelating Agent,Synthetic,Approved,Safe,Safe,True,0.984973183462249,Low,Low,True,0.8822365980127392,Low,Low,True,0.9797987873199185
Citric Acid,Citric Acid,pH Adjuster,Acid,Naturally Derived,Approved,Very Safe,Safe,False,0.9696159296716234,Low,Low,True,0.9423332448130664,Low,Medium,False,0.8770230399661155
Sodium Citrate,Sodium Citrate,Buffer,Salt,Synthetic,Approved,Very Safe,Safe,False,0.8702934942232253,Low,Low,True,0.8054830505663463,No Risk,Low,False,0.9924375858784675
Sodium Hydroxide,Sodium Hydroxide,pH Adjuster,Alkali,Synthetic,Approved,Moderate Risk,Moderate Risk,True,0.6051517103087958,Low,Low,True,0.9537756422773757,High,Low,False,0.8374872315002395
Potassium Hydroxide,Potassium Hydroxide,pH Adjuster,Alkali,Synthetic,Approved,Moderate Risk,Moderate Risk,True,0.6483217235192043,Low,Low,True,0.9836895611856808,High,Low,False,0.6198339043291069
Triethanolamine,Triethanolamine,pH Adjuster,Amine,Synthetic,Restricted,Moderate Risk,Moderate Risk,True,0.9293347257511021,Medium,Low,False,0.8224508183595822,Medium,Medium,True,0.8361948052109114
Aminomethyl Propanol,Aminomethyl Propanol,pH Adjuster,Amine,Synthetic,Approved,Safe,Safe,True,0.9351112393586984,Low,Low,True,0.8973183646458539,Low,Low,True,0.7845971022384253
Lactic Acid,Lactic Acid,pH Adjuster,Acid,Naturally Derived,Approved,Safe,Safe,True,0.8734788839394328,Low,Low,True,0.9864848382991375,Medium,Low,False,0.6519075916784999
Sodium Bicarbonate,Sodium Bicarbonate,pH Adjuster,Salt,Mineral,Approved,Safe,Very Safe,False,0.9624904960865794,Low,No Risk,False,0.961648547242807,Low,Low,True,0.9603802492935616
Phosphoric Acid,Phosphoric Acid,pH Adjuster,Acid,Synthetic,Approved,Safe,Safe,True,0.9848904605782427,Low,Low,True,0.9715360061137283,Medium,Low,False,0.8615635442808184
Potassium Citrate,Potassium Citrate,Buffer,Salt,Synthetic,Approved,Safe,Very Safe,False,0.6947419033017279,Low,Low,True,0.9730276664070069,No Risk,Low,False,0.5690293904352091
PVP,PVP,Film Former,Polymer,Synthetic,Approved,Safe,Safe,True,0.9905210374992479,Low,Low,True,0.99599281793443,No Risk,No Risk,True,0.9857503537491283
PVP/VA Copolymer,PVP/VA Copolymer,Film Former,Polymer,Synthetic,Approved,Safe,Safe,True,0.9971735232665542,Low,Low,True,0.9924366830405583,No Risk,No Risk,True,0.9648457586185917
Polyquaternium-7,Polyquaternium-7,Conditioning Agent,Polymer,Synthetic,Approved,Safe,Safe,True,0.9857625951944577,Low,Low,True,0.9984720805885288,No Risk,No Risk,True,0.9750955803768402
Polyquaternium-10,Polyquaternium-10,Conditioning Agent,Polymer,Synthetic,Approved,Safe,Safe,True,0.9726531050420181,Low,Low,True,0.9979637217562322,No Risk,No Risk,True,0.9859161960586498
Polyquaternium-11,Polyquaternium-11,Film Former,Polymer,Synthetic,Approved,Safe,Safe,True,0.9949805024601753,Low,Low,True,0.9932239808099262,No Risk,No Risk,True,0.9552677669819573
Acrylates Copolymer,Acrylates Copolymer,Film Former,Polymer,Synthetic,Approved,Safe,Safe,True,0.86104003252726,Low,Low,True,0.808111912838543,No Risk,No Risk,True,0.9158282224841049
Carbomer,Carbomer,Thickener,Polymer,Synthetic,Approved,Safe,Safe,True,0.9991226234158002,Low,Low,True,0.9996754122038269,No Risk,No Risk,True,0.9992931684704525
Acrylates/C10-30 Alkyl Acrylate Crosspolymer,Acrylates/C10-30 Alkyl Acrylate Crosspolymer,Thickener,Polymer,Synthetic,Approved,Safe,Safe,True,0.9980883081597143,Low,Low,True,0.9956678008074636,No Risk,No Risk,True,0.9948980775925336
Xanthan Gum,Xanthan Gum,Thickener,Polymer,Naturally Derived,Approved,Very Safe,Safe,False,0.9706081628978516,Low,Low,True,0.9969778610590115,No Risk,No Risk,True,0.998880586538865
Hydroxyethylcellulose,Hydroxyethylcellulose,Thickener,Polymer,Naturally Derived,Approved,Safe,Safe,True,0.9782226418361784,Low,Low,True,0.9984235037085837,No Risk,No Risk,True,0.9519788207387586
Hydroxypropyl Methylcellulose,Hydroxypropyl Methylcellulose,Thickener,Polymer,Naturally Derived,Approved,Safe,Safe,True,0.9946161061133132,Low,Low,True,0.9992038222117087,No Risk,No Risk,True,0.9934497434417037
Sodium Polyacrylate,Sodium Polyacrylate,Thickener,Polymer,Synthetic,Approved,Safe,Safe,True,0.9974681483751181,Low,Low,True,0.9956851190266991,No Risk,No Risk,True,0.9678177471290695
Sclerotium Gum,Sclerotium Gum,Thickener,Polymer,Naturally Derived,Approved,Safe,Safe,True,0.9824319980698333,Low,Low,True,0.9973222393820792,No Risk,No Risk,True,0.999713278188353
Cellulose Gum (Sodium Carboxymethyl Cellulose),Cellulose Gum (Sodium Carboxymethyl Cellulose),Thickener,Polymer,Naturally Derived,Approved,Safe,Safe,True,0.920879271248097,Low,Low,True,0.9903445911361659,No Risk,No Risk,True,0.9967473966410131
Guar Gum,Guar Gum,Thickener,Polymer,Naturally Derived,Approved,Safe,Safe,True,0.8286077074320917,Low,Low,True,0.9960519158111587,No Risk,No Risk,True,0.9990397248949671
PEG-150 Distearate,PEG-150 Distearate,Thickener,Polymer,Synthetic,Approved,Safe,Safe,True,0.9587100838728221,Low,Low,True,0.7780391280242714,No Risk,No Risk,True,0.9426960439008116
Sodium Chloride,Sodium Chloride,Thickener,Salt,Mineral,Approved,Very Safe,Very Safe,True,0.9223203436185996,No Risk,No Risk,True,0.7289878557712391,Low,No Risk,False,0.4354273025047513
Magnesium Aluminum Silicate,Magnesium Aluminum Silicate,Thickener,Mineral,Mineral,Approved,Safe,Safe,True,0.997254684389715,Low,Low,True,0.9921902762845463,No Risk,No Risk,True,0.996651143891818
Hectorite,Hectorite,Thickener,Mineral,Mineral,Approved,Safe,Safe,True,0.9993367980524822,Low,Low,True,0.9994214825620922,No Risk,No Risk,True,0.8380745855432832
Bentonite,Bentonite,Thickener,Mineral,Mineral,Approved,Safe,Safe,True,0.9411474568956963,Low,Low,True,0.9900026821008254,Low,No Risk,False,0.9313709230791571
CI 77891 (Titanium Dioxide),CI 77891 (Titanium Dioxide),Colorant,Pigment,Mineral,Approved,Safe,Safe,True,0.9951554064653823,Low,Low,True,0.9952692528497337,Low,Low,True,0.9751793896016008
CI 19140 (Yellow 5),CI 19140 (Yellow 5),Colorant,Pigment,Mineral,Approved,Safe,Safe,True,0.9980373824586658,Low,Low,True,0.9961936383459182,Low,Low,True,0.9967067178210385
CI 16035 (Red 40),CI 16035 (Red 40),Colorant,Pigment,Mineral,Approved,Safe,Safe,True,0.9908083163414811,Low,Low,True,0.9945046059446297,Low,Low,True,0.9924146226176861
CI 42090 (Blue 1),CI 42090 (Blue 1),Colorant,Pigment,Mineral,Approved,Safe,Safe,True,0.9923403892730395,Low,Low,True,0.9919491614586257,Low,Low,True,0.9971705519008706
CI 77491 (Iron Oxide Red),CI 77491 (Iron Oxide Red),Colorant,Pigment,Mineral,Approved,Safe,Safe,True,0.9913184154629122,Low,Low,True,0.9951868041534948,Low,Low,True,0.998385729694559
CI 77492 (Iron Oxide Yellow),CI 77492 (Iron Oxide Yellow),Colorant,Pigment,Mineral,Approved,Safe,Safe,True,0.9940524580267285,Low,Low,True,0.995811605999754,Low,Low,True,0.9932746523010755
